NDB_No,Nutr_No,Isfl_Val,SD,n,Min,Max,CC,DataSrc_ID
16087,714,0.006316666666667,0.001811537100549,6,0.0036,0.0078,,57
16087,715,0.001733333333333,0.00286961089116,6,0,0.0068,,57
16087,716,0.001666666666667,0.004082482904639,6,0,0.01,,57
16089,710,0,,1,0,0,D,89
16089,711,0,,1,0,0,D,89
16089,712,0,,1,0,0,D,89
16089,713,0.01,,1,0.01,0.01,D,89
16089,715,0.0003,,1,0.0003,0.0003,,89
16089,716,0.0001,,1,0.0001,0.0001,,89
16090,710,0,,1,0,0,B,51
16090,711,0.02,,1,0.02,0.02,B,51
16090,713,0.02,,1,0.02,0.02,B,51
16098,710,0,0,2,0,0,C,"31,51"
16098,711,0.005,0.007071067811865,2,0,0.01,C,"31,51"
16098,713,0.005,0.007071067811865,2,0,0.01,C,"31,51"
16101,710,0.018,0,3,0.018,0.018,C,57
16101,711,0.54,0,3,0.54,0.54,C,57
16101,713,0.558,0,3,0.558,0.558,C,57
16101,714,0.1034,0.106120497548777,3,0.0104,0.219,,57
16101,715,0.015166666666667,0.010526791217334,3,0.0051,0.0261,,57
16101,716,0.006666666666667,0.005773502691896,3,0,0.01,,57
16104,710,2.2,0.734846922834953,5,1,2.8,C,"89,91,95"
16104,711,5.66,1.6489996967859,5,2.7,6.9,C,"89,91,95"
16104,712,1.5,1.05593560409714,5,0.1,2.4,C,"89,91,95"
16104,713,9.358,3.25814947477859,5,4.5,12.1,C,"89,91,95"
16104,715,0.0041,,1,0.0041,0.0041,,89
16104,716,0,,1,0,0,,89
16107,710,4.45714285714286,1.51868184878306,7,3.6,8,B,"64,66,99"
16107,711,9.22857142857143,1.49695836740422,7,8.3,12.5,B,"64,66,99"
16107,712,2.3,0.707106781186547,2,1.8,2.8,C,"66,99"
16107,713,14.3428571428571,4.01677604502895,7,11.9,23.3,B,"64,66,99"
16107,714,0,,5,0,0,,64
16108,710,62.9042521976866,19.890400237598,951,2.64,191.43,B,"2,4,6,8,11,15,21,22,23,24,26,31,32,34,36,42,44,45,47,50,52,53,57,60,64,73,74,78,88,90,94,95,96,98,99,100"
16108,711,81.3539747634069,22.6325794819374,951,5.56,276.21,B,"2,4,6,8,11,15,21,22,23,24,26,31,32,34,36,42,44,45,47,50,52,53,57,60,64,73,74,78,88,90,94,95,96,98,99,100"
16108,712,15.2859274755928,7.58076473546764,717,0,121.69,B,"2,4,6,11,15,22,23,26,32,36,42,44,47,52,53,60,73,74,90,94,95,96,98,99,100"
16108,713,155.762119831579,43.2321330674505,950,10.04,440.72,B,"2,4,6,8,11,15,21,22,23,24,26,31,32,34,36,42,44,45,47,50,52,53,57,60,64,73,74,88,90,94,95,96,98,99,100"
16108,714,0.003308333333333,0.006103271601561,25,0,0.015,,"2,24,31,57,64,73,88"
16108,715,8.45860666666667,14.5517418501049,46,0,39.4,,"2,24,31,44,57,73"
16108,716,0.018681818181818,0.055440108552957,20,0,0.1854,,"2,24,31,57,73,88"
16109,710,30.7649778571429,10.6385215485237,28,9.65646,64.9,B,"8,22,24,50,74,89,90"
16109,711,31.2607142857143,8.83431328368286,28,4.1,54.1,B,"8,22,24,50,74,89,90"
16109,712,3.75173913043478,1.53467283979698,23,0.85,9.2,B,"22,74,89,90"
16109,713,65.1074778571429,19.5660899187744,28,22.65646,128.2,B,"8,22,24,50,74,89,90"
16109,714,0,,1,0,0,,24
16109,715,0.0026,0.00367695526217,2,0,0.0052,,"24,89"
16109,716,0.00075,0.00106066017178,2,0,0.0015,,"24,89"
16111,710,62.137375,28.0350636208852,16,0.536,97,B,"13,22,23,24,68,74,89,95"
16111,711,75.77832,25.1761636016848,25,1.103,110.55,B,"13,14,22,23,24,25,68,74,89,95"
16111,712,13.325,8.68577729813097,12,0,30.7,B,"22,23,68,74,89,95"
16111,713,148.496625,63.1153634629511,16,1.659,201.9,B,"13,22,23,24,68,74,89,95"
16111,714,0,,1,0,0,,24
16111,715,0.0308,0.043557777721091,2,0,0.0616,,"24,89"
16111,716,0.01855,0.026233661582021,2,0,0.0371,,"24,89"
16112,710,16.426895,7.69280390938744,72,1.81,47.12,B,"8,13,22,55,61,66,74,89,90,95,102"
16112,711,23.2365,8.37064473439654,78,1.45,52.4,B,"8,13,22,25,55,61,66,74,89,90,95,102"
16112,712,3.00390243902439,0.813436689283034,41,0.8,5.34,B,"22,66,74,89,90,95"
16112,713,41.4478255555556,16.165541197286,72,3.26,99.52,B,"8,13,22,55,61,66,74,89,90,95,102"
16112,715,0.0053,,1,0.0053,0.0053,,89
16112,716,0,,1,0,0,,89
16113,710,33.2204761904762,9.47573168397629,21,16.02,55.3,B,"9,22,66,68,74,90"
16113,711,37.6601851851852,7.84993892186948,27,21.52,59.37,B,"9,22,25,66,68,74,90"
16113,712,10.5469444444444,3.73994189798809,18,3.67,19.8,A,"22,66,68,74,90"
16113,713,82.2895238095238,18.6034184197177,21,46.395,124.1,B,"9,22,66,68,74,90"
16114,710,22.6600714285714,8.99391688082681,28,4.671,59.69,B,"13,34,35,65,66,72,75,94,95"
16114,711,36.1539285714286,17.6437063963019,28,1.114,112.21,B,"13,34,35,65,66,72,75,94,95"
16114,712,3.81569230769231,1.44720707010004,13,0.898,7.3,B,"65,66,72,94,95"
16114,713,60.6073571428571,27.4394418480091,28,6.883,179.2,B,"13,34,35,65,66,72,75,94,95"
16115,710,72.91835,19.0230495181993,60,18.2,130.918,B,"18,23,24,59,67,71,75,77,91,94"
16115,711,98.7748666666667,20.2085033055437,60,36.8,145.225,B,"18,23,24,59,67,71,75,77,91,94"
16115,712,16.11948,4.32774387688705,25,4.8,24.831,B,"18,23,67,71,91,94"
16115,713,178.103116666667,37.0612876454359,60,59.8,264.844,B,"18,23,24,59,67,71,75,77,91,94"
16115,714,0.0248,0.042954860027708,5,0,0.0744,,"24,59,77"
16115,715,0.010066666666667,0.017435978129527,5,0,0.0302,,"24,59,77"
16115,716,0,0,5,0,0,,"24,59,77"
16116,710,89.456,19.7161210383787,6,57,119.2,C,"3,13,62,66"
16116,711,85.118,21.3597176760368,6,70.736,126.9,C,"3,13,62,66"
16116,712,16.4,2.82842712474619,2,14.4,18.4,C,"3,66"
16116,713,165.040666666667,51.0312950030556,6,130,260.5,C,"3,13,62,66"
16117,710,64.5461206122449,20.1974644143058,49,22.6,149.6,B,"11,13,22,42,49,64,65,76,77,81,83,93,94,95"
16117,711,87.3129361772152,21.7960812139014,79,40.96,174.9,B,"11,13,14,22,42,49,64,65,76,77,81,83,93,94,95"
16117,712,15.0842618867521,11.7496278246735,27,2.70304976923077,59.3,B,"11,22,42,65,81,83,93,94,95"
16117,713,150.939937529435,41.0221092618703,49,73.721,324.4,B,"11,13,22,42,49,64,65,76,77,81,83,93,94,95"
16117,714,0,0,9,0,0,,"64,77"
16117,715,0,,4,0,0,,77
16117,716,0,,4,0,0,,77
16119,710,80.76830275,9.16800563888119,8,57.474,87.447318,C,"1,97"
16119,711,114.7081385,18.4185517286592,8,68.346,127.37512,C,"1,97"
16119,712,16.1233637142857,1.02295538236349,7,13.68672,16.605456,C,1
16119,713,209.5843845,32.7077956585186,8,125.82,225.153584,C,"1,97"
16119,715,0,,1,0,0,,97
16119,716,0,,1,0,0,,97
16120,715,0,,1,0,0,,97
16120,716,0.807142857142857,2.24926117295787,40,0,8,,"34,97"
16121,710,5.77757142857143,3.83137543720481,21,0.794,21.087,B,"13,67,75"
16121,711,5.26342857142857,1.77900643962997,21,1.287,10.728,B,"13,67,75"
16121,712,1.567,0,6,1.567,1.567,B,67
16121,713,11.4887142857143,5.50058453545009,21,2.081,31.815,B,"13,67,75"
16122,710,30.8088724489796,12.7260261573903,49,7.7,68.889,B,"1,3,11,12,13,19,23,67,84,93,94,95"
16122,711,57.2767071636364,14.1748323361657,55,27.174,105.1,B,"1,3,11,12,13,14,19,23,67,84,93,94,95"
16122,712,8.53632743223443,3.21537899489561,42,5.396,26.4,B,"1,3,11,12,19,67,93,94,95"
16122,713,91.0526407378336,25.9950983863099,49,46.5,199.25,B,"1,3,11,12,13,19,23,67,84,93,94,95"
16123,710,0.7847,0.300841734444663,50,0.02,2.3,B,"13,31,34,42,61,66,74,81,89,90,97"
16123,711,0.388107142857143,0.215217677106136,56,0,1.54,B,"13,25,31,34,42,61,66,74,81,89,90,97"
16123,712,0.137948717948718,0.072125983626574,39,0,0.45,B,"42,66,74,81,89,90"
16123,713,1.18478,0.398112902650922,50,0.13,2.8,B,"13,31,34,42,61,66,74,81,89,90,97"
16123,714,0,,1,0,0,,31
16123,715,0.001933333333333,0.0033486315613,3,0,0.0058,,"31,89,97"
16123,716,0.0168,0.028752738999963,3,0,0.05,,"31,89,97"
16125,710,0.1,,1,0.1,0.1,B,66
16125,711,0,,1,0,0,B,66
16125,712,0,,1,0,0,B,66
16125,713,0.1,,1,0.1,0.1,B,66
16126,710,12.3061046285714,4.71764121197155,105,0.9,48.59,B,"11,16,22,23,31,33,34,39,42,61,64,65,66,74,79,81,90,97,104"
16126,711,16.1040949074074,7.69737745498105,108,2.22,81.51,B,"11,16,22,23,25,31,33,34,39,42,61,64,65,66,74,79,81,90,97,104"
16126,712,2.7453286054945,1.28270765966708,70,0.566867711538461,12.2,B,"11,22,23,33,42,65,66,74,79,81,90,104"
16126,713,30.414916556044,13.2999769429336,105,3.12,142.3,B,"11,16,22,23,31,33,34,39,42,61,64,65,66,74,79,81,90,97,104"
16126,714,0,0,6,0,0,,"31,64"
16126,715,0,0,2,0,0,,"31,97"
16126,716,0.1125,0.159099025766973,2,0,0.225,,"31,97"
16127,710,9.48594444444445,2.1930062278019,18,3.437,14,B,"16,22,66,79,97"
16127,711,11.9060555555556,3.81650173307659,18,5.259,21.59,B,"16,22,66,79,97"
16127,712,1.68,0.531170092029537,13,1.03,3,B,"22,66,79"
16127,713,22.6075555555556,5.42911739370729,18,8.696,32.4,B,"16,22,66,79,97"
16127,715,0,,1,0,0,,97
16127,716,0,,1,0,0,,97
16128,710,29.58525,2.58296829410145,4,25.341,31,C,"74,97"
16128,711,51.03725,5.4092166908281,4,42.149,54,C,"74,97"
16128,712,3.44,0,3,3.44,3.44,C,74
16128,713,83.2025,9.56232298311103,4,67.49,88.44,C,"74,97"
16128,715,0,,1,0,0,,97
16128,716,0,,1,0,0,,97
16129,710,13.7969230769231,2.69727906833343,39,7.2,24.7,B,"22,23,34,66,74,79,90"
16129,711,18.4261538461538,4.67309449356088,39,8.3,35.1,B,"22,23,34,66,74,79,90"
16129,712,2.92882352941176,1.12549466947753,34,0.7,7.57,B,"22,23,66,74,79,90"
16129,713,34.7764102564102,7.32119669692897,39,16.2,65.1,B,"22,23,34,66,74,79,90"
16130,710,3.618,2.98123978684484,7,0.572,10.2,B,"66,74,94"
16130,711,4.46942857142857,2.86070500325466,7,1.952,11,B,"66,74,94"
16130,712,1.30342857142857,0.377979303324265,7,1.088,2.2,B,"66,74,94"
16130,713,9.39085714285714,6.20324473356402,7,3.612,23.4,B,"66,74,94"
16132,710,20.7162,9.0873120877408,5,3.581,25,C,"22,23,97"
16132,711,23.8316,10.5395679949417,5,3.958,28.8,C,"22,23,97"
16132,712,4.95,0.040824829046386,4,4.9,5,C,"22,23"
16132,713,48.5078,21.7270159888559,5,7.539,58.8,C,"22,23,97"
16132,715,0,,1,0,0,,97
16132,716,0,,1,0,0,,97
16139,714,0,,1,0,0,,31
16139,715,0.0006,0.000848528137424,2,0,0.0012,,"31,89"
16139,716,0.1155,0.162493138316669,2,0.0006,0.2304,,"31,89"
16147,712,0.54924,0.44969529157716,25,0,1.7,B,"22,66,81,89,91,99"
16147,714,0,,1,0,0,,31
16147,715,0.00095,0.001343502884254,2,0,0.0019,,"31,89"
16147,716,0.0001,0.000141421356237,2,0,0.0002,,"31,89"
16150,710,1.3,0.92736184954957,4,0,2.2,C,"89,91"
16150,711,0.685,0.667008245826092,4,0.04,1.6,C,"89,91"
16150,712,0.075,0.05,4,0,0.1,C,"89,91"
16150,713,2.085,1.62303214180537,4,0.04,4,C,"89,91"
16150,715,0.0007,,1,0.0007,0.0007,,89
16150,716,0.0001,,1,0.0001,0.0001,,89
16158,710,0,,1,0,0,D,89
16158,711,0.01,,1,0.01,0.01,D,89
16158,712,0,,1,0,0,D,89
16158,713,0.01,,1,0.01,0.01,D,89
16158,715,0.0034,,1,0.0034,0.0034,,89
16158,716,0,,1,0,0,,89
16159,710,8.225,1.23743686707646,2,7.35,9.1,B,66
16159,711,12.45,1.90918830920368,2,11.1,13.8,B,66
16159,712,1.95,0.353553390593274,2,1.7,2.2,B,66
16159,713,22.625,3.50017856687341,2,20.15,25.1,B,66
16162,710,12.42075,2.3556634327368,4,8.55,13.711,B,"13,66"
16162,711,16.9465,2.49305050757768,4,12.85,18.312,B,"13,66"
16162,712,2.4,,1,2.4,2.4,B,66
16162,713,29.96725,3.75326882530415,4,23.8,32.023,B,"13,66"
16168,710,3.4,1.4142135623731,2,2.4,4.4,C,"22,99"
16168,711,4.15,1.48492424049175,2,3.1,5.2,C,"22,99"
16168,712,0.25,0.353553390593274,2,0,0.5,C,"22,99"
16168,713,7.8,2.54558441227157,2,6,9.6,C,"22,99"
16173,710,4.35,,1,4.35,4.35,B,66
16173,711,9.35,,1,9.35,9.35,B,66
16173,712,0.9,,1,0.9,0.9,B,66
16173,713,14.6,,1,14.6,14.6,B,66
16174,710,13.115,8.67620020515894,2,6.98,19.25,C,"66,89"
16174,711,21.14,14.7219631843039,2,10.73,31.55,C,"66,89"
16174,712,1.385,1.15258405333407,2,0.57,2.2,C,"66,89"
16174,713,35.64,24.5507474427969,2,18.28,53,C,"66,89"
16174,715,0.0019,,1,0.0019,0.0019,,89
16174,716,0.0006,,1,0.0006,0.0006,,89
16229,710,1.00998839233894,,1,1.00998839233894,1.00998839233894,C,11
16229,711,1.5125,,1,1.5125,1.5125,C,11
16229,712,0.036636,,1,0.036636,0.036636,C,11
16229,713,2.55912439233894,,1,2.55912439233894,2.55912439233894,C,11
16230,710,0.29531824337396,,1,0.29531824337396,0.29531824337396,C,11
16230,711,0.40625,,1,0.40625,0.40625,C,11
16230,712,0,,1,0,0,C,11
16230,713,0.70156824337396,,1,0.70156824337396,0.70156824337396,C,11
16427,710,8.5557,3.32168555539035,10,1.151,14.6,B,"13,24,94,95"
16427,711,12.9902,4.18684201543624,10,2.892,18.662,B,"13,24,94,95"
16427,712,1.975,0.58502136713115,6,1.05,2.9,C,"94,95"
16427,713,22.7309,7.32702203293474,10,5.093,33.7,B,"13,24,94,95"
16427,714,0,,1,0,0,,24
16427,715,0,,1,0,0,,24
16427,716,0,,1,0,0,,24
16513,710,3.45,,1,3.45,3.45,B,66
16513,711,7.9,,1,7.9,7.9,B,66
16513,712,0.85,,1,0.85,0.85,B,66
16513,713,12.2,,1,12.2,12.2,B,66
16546,710,1.183,0,3,1.183,1.183,B,66
16546,711,2.45,0,3,2.45,2.45,B,66
16546,712,0.3,0,3,0.3,0.3,B,66
16546,713,3.933,0,3,3.933,3.933,B,66
16557,710,1.8,,1,1.8,1.8,C,91
16557,711,2.2,,1,2.2,2.2,C,91
16557,712,0.4,,1,0.4,0.4,C,91
16557,713,4.4,,1,4.4,4.4,C,91
18029,710,0,,1,0,0,C,91
18029,711,0,,1,0,0,C,91
18029,712,0,,1,0,0,C,91
18029,713,0,,1,0,0,C,91
18035,710,0.2,0.23094010767585,4,0,0.4,C,"89,91"
18035,711,0.15,0.173205080756888,4,0,0.3,C,"89,91"
18035,712,0,0,4,0,0,C,"89,91"
18035,713,0.3775,0.432078310803339,4,0,0.8,C,"89,91"
18035,715,0.0047,,1,0.0047,0.0047,,89
18035,716,0.0005,,1,0.0005,0.0005,,89
18037,710,0,,1,0,0,D,89
18037,711,0,,1,0,0,D,89
18037,712,0,,1,0,0,D,89
18037,713,0,,1,0,0,D,89
18037,715,0.0004,,1,0.0004,0.0004,,89
18037,716,0.0001,,1,0.0001,0.0001,,89
18060,710,0,,1,0,0,D,89
18060,711,0,,1,0,0,D,89
18060,712,0,,1,0,0,D,89
18060,713,0,,1,0,0,D,89
18060,715,0.0001,,1,0.0001,0.0001,,89
18060,716,0,,1,0,0,,89
18064,710,0,0,2,0,0,C,91
18064,711,0,0,2,0,0,C,91
18064,712,0,0,2,0,0,C,91
18064,713,0,0,2,0,0,C,91
18068,710,0.25,,1,0.25,0.25,B,49
18068,711,0.23,,1,0.23,0.23,B,49
18068,713,0.49,,1,0.49,0.49,B,49
18069,710,0.064,0.087330788767002,10,0,0.2,B,"42,49,89,91,99"
18069,711,0.126,0.168931281229315,10,0,0.5,B,"42,49,89,91,99"
18069,712,0,0,9,0,0,B,"42,89,91,99"
18069,713,0.189,0.250973659529796,10,0,0.7,B,"42,49,89,91,99"
18069,715,0.0006,,1,0.0006,0.0006,,89
18069,716,0.0001,,1,0.0001,0.0001,,89
18075,710,0,,1,0,0,D,89
18075,711,0,,1,0,0,D,89
18075,712,0,,1,0,0,D,89
18075,713,0,,1,0,0,D,89
18075,715,0.0003,,1,0.0003,0.0003,,89
18075,716,0.0001,,1,0.0001,0.0001,,89
18079,710,0.4,,1,0.4,0.4,C,91
18079,711,0.3,,1,0.3,0.3,C,91
18079,712,0,,1,0,0,C,91
18079,713,0.7,,1,0.7,0.7,C,91
18081,710,0.2,0.14142135623731,2,0.1,0.3,C,91
18081,711,0.2,0,2,0.2,0.2,C,91
18081,712,0,0,2,0,0,C,91
18081,713,0.4,0.14142135623731,2,0.3,0.5,C,91
18101,710,0,,1,0,0,D,89
18101,711,0,,1,0,0,D,89
18101,712,0,,1,0,0,D,89
18101,713,0,,1,0,0,D,89
18101,715,0.0002,,1,0.0002,0.0002,,89
18101,716,0.0001,,1,0.0001,0.0001,,89
18127,710,0.125,0.25,4,0,0.5,C,91
18127,711,0.15,0.238047614284762,4,0,0.5,C,91
18127,712,0,0,4,0,0,C,91
18127,713,0.275,0.485626742811115,4,0,1,C,91
18128,710,0,,1,0,0,C,91
18128,711,0,,1,0,0,C,91
18128,712,0,,1,0,0,C,91
18128,713,0,,1,0,0,C,91
18133,710,0.1,,1,0.1,0.1,C,99
18133,711,0.1,,1,0.1,0.1,C,99
18133,712,0,,1,0,0,C,99
18133,713,0.2,,1,0.2,0.2,C,99
18150,710,0.01,,1,0.01,0.01,B,49
18150,711,0.01,,1,0.01,0.01,B,49
18150,713,0.03,,1,0.03,0.03,B,49
18159,710,0,,1,0,0,D,89
18159,711,0,,1,0,0,D,89
18159,712,0,,1,0,0,D,89
18159,713,0,,1,0,0,D,89
18159,715,0.0006,,1,0.0006,0.0006,,89
18159,716,0.0008,,1,0.0008,0.0008,,89
18216,710,0.006,0.003366501646121,10,0,0.013,B,"49,59"
18216,711,0.0051,0.002574231276841,10,0,0.01,B,"49,59"
18216,713,0.0111,0.005125535202407,10,0,0.018,B,"49,59"
18216,714,0.001666666666667,0.002886751345948,9,0,0.005,,59
18216,715,0.003466666666667,0.001342882471899,9,0.0025,0.005,,59
18216,716,0.005,6.72124173945777E-11,9,0.005,0.005,,59
18217,710,0,,1,0,0,B,49
18217,711,0.01,,1,0.01,0.01,B,49
18217,713,0.01,,1,0.01,0.01,B,49
18248,710,2.58,1.33346666000067,7,1.06,4.7,B,"89,91"
18248,711,2.44,1.11379232055771,7,1.6,4.4,B,"89,91"
18248,712,0.291428571428571,0.166876058940817,7,0.04,0.5,B,"89,91"
18248,713,5.31,2.5695070863235,7,2.87,9.6,B,"89,91"
18248,715,0.0007,,1,0.0007,0.0007,,89
18248,716,0.0001,,1,0.0001,0.0001,,89
18249,710,1.9,0.282842712474619,2,1.7,2.1,C,91
18249,711,1.65,0.212132034355964,2,1.5,1.8,C,91
18249,712,0.2,0,2,0.2,0.2,C,91
18249,713,3.7,0.565685424949238,2,3.3,4.1,C,91
18250,710,0.5,,1,0.5,0.5,C,91
18250,711,0.5,,1,0.5,0.5,C,91
18250,712,0.1,,1,0.1,0.1,C,91
18250,713,1.1,,1,1.1,1.1,C,91
18255,710,0.3,,1,0.3,0.3,C,91
18255,711,0.2,,1,0.2,0.2,C,91
18255,712,0,,1,0,0,C,91
18255,713,0.6,,1,0.6,0.6,C,91
18290,710,0,,1,0,0,D,89
18290,711,0,,1,0,0,D,89
18290,712,0,,1,0,0,D,89
18290,713,0,,1,0,0,D,89
18290,715,0.0008,,1,0.0008,0.0008,,89
18290,716,0.0001,,1,0.0001,0.0001,,89
18301,710,0,,1,0,0,C,99
18301,711,0,,1,0,0,C,99
18301,712,0,,1,0,0,C,99
18301,713,0,,1,0,0,C,99
18326,710,0,,1,0,0,D,89
18326,711,0,,1,0,0,D,89
18326,712,0,,1,0,0,D,89
18326,713,0,,1,0,0,D,89
18326,715,0.0003,,1,0.0003,0.0003,,89
18326,716,0.0001,,1,0.0001,0.0001,,89
18342,710,0,,1,0,0,C,91
18342,711,0,,1,0,0,C,91
18342,712,0,,1,0,0,C,91
18342,713,0,,1,0,0,C,91
18356,710,0.7,0.14142135623731,2,0.6,0.8,C,91
18356,711,0.65,0.070710678118655,2,0.6,0.7,C,91
18356,712,0.1,0,2,0.1,0.1,C,91
18356,713,1.5,0.14142135623731,2,1.4,1.6,C,91
18364,710,0,0,2,0,0,C,31
18364,711,0,0,2,0,0,C,31
18364,713,0,0,2,0,0,C,31
18376,710,0,,1,0,0,C,91
18376,711,0,,1,0,0,C,91
18376,712,0,,1,0,0,C,91
18376,713,0,,1,0,0,C,91
19015,710,0.052,0,3,0.052,0.052,C,59
19015,711,0.078,0,3,0.078,0.078,C,59
19015,713,0.13,0,3,0.13,0.13,C,59
19015,714,0.0022,,3,0.0022,0.0022,,59
19015,715,0.0041,,3,0.0041,0.0041,,59
19015,716,0.005,,3,0.005,0.005,,59
19016,710,0,,1,0,0,D,89
19016,711,0,,1,0,0,D,89
19016,712,0,,1,0,0,D,89
19016,713,0.01,,1,0.01,0.01,D,89
19016,715,0.0004,,1,0.0004,0.0004,,89
19016,716,0,,1,0,0,,89
19033,710,0,,1,0,0,C,91
19033,711,0,,1,0,0,C,91
19033,712,0,,1,0,0,C,91
19033,713,0,,1,0,0,C,91
19042,710,0,,1,0,0,C,91
19042,711,0,,1,0,0,C,91
19042,712,0,,1,0,0,C,91
19042,713,0,,1,0,0,C,91
19056,710,0,,1,0,0,D,31
19056,711,0,,1,0,0,D,31
19056,713,0,,1,0,0,D,31
19205,710,0,,1,0,0,C,99
19205,711,0,,1,0,0,C,99
19205,712,0,,1,0,0,C,99
19205,713,0,,1,0,0,C,99
19218,710,0,,1,0,0,B,49
19218,711,0,,1,0,0,B,49
19218,713,0,,1,0,0,B,49
19314,710,0,0,2,0,0,B,51
19314,711,0,0,2,0,0,B,51
19314,713,0,0,2,0,0,B,51
19411,710,0,,1,0,0,D,31
19411,711,0,,1,0,0,D,31
19411,713,0,,1,0,0,D,31
20005,710,0,,1,0,0,B,49
20005,711,0.01,,1,0.01,0.01,B,49
20005,713,0.01,,1,0.01,0.01,B,49
20016,710,0.01,,1,0.01,0.01,B,49
20016,711,0.01,,1,0.01,0.01,B,49
20016,713,0.01,,1,0.01,0.01,B,49
20020,710,0.01,,1,0.01,0.01,B,49
20020,711,0.01,,1,0.01,0.01,B,49
20020,713,0.02,,1,0.02,0.02,B,49
20029,710,0.01,,1,0.01,0.01,D,89
20029,711,0,,1,0,0,D,89
20029,712,0,,1,0,0,D,89
20029,713,0.01,,1,0.01,0.01,D,89
20029,715,0.0003,,1,0.0003,0.0003,,89
20029,716,0.0001,,1,0.0001,0.0001,,89
20036,710,0.03,0.042426406871193,2,0,0.06,C,"31,49"
20036,711,0.035,0.049497474683058,2,0,0.07,C,"31,49"
20036,713,0.065,0.091923881554251,2,0,0.13,C,"31,49"
20037,710,0,,1,0,0,B,49
20037,711,0,,1,0,0,B,49
20037,713,0.01,,1,0.01,0.01,B,49
20038,710,0,0,2,0,0,B,49
20038,711,0,0,2,0,0,B,49
20038,713,0,0,2,0,0,B,49
20044,710,0,0,2,0,0,C,"31,49"
20044,711,0,0,2,0,0,C,"31,49"
20044,713,0,0,2,0,0,C,"31,49"
20045,710,0,,1,0,0,B,49
20045,711,0,,1,0,0,B,49
20045,713,0.01,,1,0.01,0.01,B,49
20047,710,0,,1,0,0,D,89
20047,711,0,,1,0,0,D,89
20047,712,0,,1,0,0,D,89
20047,713,0,,1,0,0,D,89
20047,715,0.0001,,1,0.0001,0.0001,,89
20047,716,0,,1,0,0,,89
20066,710,0.01,,1,0.01,0.01,B,49
20066,711,0.02,,1,0.02,0.02,B,49
20066,713,0.02,,1,0.02,0.02,B,49
20077,710,0,,1,0,0,B,49
20077,711,0,,1,0,0,B,49
20077,713,0,,1,0,0,B,49
20080,710,0,,1,0,0,B,49
20080,711,0.01,,1,0.01,0.01,B,49
20080,713,0.02,,1,0.02,0.02,B,49
20081,710,0,,1,0,0,B,49
20081,711,0,,1,0,0,B,49
20081,713,0,,1,0,0,B,49
20088,710,0,,1,0,0,D,31
20088,711,0,,1,0,0,D,31
20088,713,0,,1,0,0,D,31
20095,710,0,,1,0,0,B,49
20095,711,0.01,,1,0.01,0.01,B,49
20095,713,0.01,,1,0.01,0.01,B,49
20100,710,0,,1,0,0,B,49
20100,711,0,,1,0,0,B,49
20100,713,0,,1,0,0,B,49
20109,710,0.01,,1,0.01,0.01,B,49
20109,711,0.01,,1,0.01,0.01,B,49
20109,713,0.02,,1,0.02,0.02,B,49
20110,710,0,,1,0,0,B,49
20110,711,0,,1,0,0,B,49
20110,713,0.01,,1,0.01,0.01,B,49
20120,710,0.01,,1,0.01,0.01,B,49
20120,711,0.01,,1,0.01,0.01,B,49
20120,713,0.01,,1,0.01,0.01,B,49
20121,710,0,,1,0,0,B,49
20121,711,0.01,,1,0.01,0.01,B,49
20121,713,0.01,,1,0.01,0.01,B,49
20124,710,0.005,0.007071067811865,2,0,0.01,B,49
20124,711,0.01,0,2,0.01,0.01,B,49
20124,713,0.015,0.007071067811865,2,0.01,0.02,B,49
20125,710,0,,1,0,0,B,49
20125,711,0,,1,0,0,B,49
20125,713,0,,1,0,0,B,49
21322,710,4.4,,1,4.4,4.4,C,91
21322,711,0.9,,1,0.9,0.9,C,91
21322,712,0.7,,1,0.7,0.7,C,91
21322,713,6,,1,6,6,C,91
22116,710,1.35,,1,1.35,1.35,B,66
22116,711,2,,1,2,2,B,66
22116,712,0.4,,1,0.4,0.4,B,66
22116,713,3.75,,1,3.75,3.75,B,66
22122,710,2,,1,2,2,C,91
22122,711,2.3,,1,2.3,2.3,C,91
22122,712,0.3,,1,0.3,0.3,C,91
22122,713,4.6,,1,4.6,4.6,C,91
22126,710,1,,1,1,1,B,66
22126,711,2.05,,1,2.05,2.05,B,66
22126,712,0.3,,1,0.3,0.3,B,66
22126,713,3.35,,1,3.35,3.35,B,66
22518,710,0,,1,0,0,C,91
22518,711,0,,1,0,0,C,91
22518,712,0,,1,0,0,C,91
22518,713,0,,1,0,0,C,91
22720,710,1.9,,1,1.9,1.9,C,91
22720,711,1.2,,1,1.2,1.2,C,91
22720,712,0.2,,1,0.2,0.2,C,91
22720,713,3.3,,1,3.3,3.3,C,91
22903,710,0.01,,1,0.01,0.01,D,89
22903,711,0.01,,1,0.01,0.01,D,89
22903,712,0,,1,0,0,D,89
22903,713,0.01,,1,0.01,0.01,D,89
22903,715,0.0002,,1,0.0002,0.0002,,89
22903,716,0.0001,,1,0.0001,0.0001,,89
22904,710,1.25,1.48211560502771,4,0,3.4,C,91
22904,711,1.025,0.977667291737498,4,0.1,2.4,C,91
22904,712,0.15,0.173205080756888,4,0,0.4,C,91
22904,713,2.425,2.5708299567779,4,0.1,6.1,C,91
22910,710,0,,1,0,0,D,89
22910,711,0,,1,0,0,D,89
22910,712,0,,1,0,0,D,89
22910,713,0,,1,0,0,D,89
