FoodID	Country, region	Food name in English	Processing	Species/Subspecies	Cultivar/Variety/Accession Name	BiblioID	ENERC(kJ)	ENERC(kcal)	WATER(g)	DM(g)	NT(g)	PROTCNT(g)	CHOAVLDF(g)	FIBTG(g)	FATCE(g)	CHOLE(mg)	FACID(g)	FASAT(g)	FAMS(g)	FAPU(g)	ASH(g)	CA(mg)	CU(mg)	FE(mg)	K(mg)	MG(mg)	MN(mg)	NA(mg)	P(mg)	ZN(mg)	THIA(mg)	RIBF(mg)	NIA(mg)	NIAEQ(mg)	VITB6C(mg)	VITB12(mcg)	VITC(mg)	FOL(mcg)	VITA(mcg)	VITA_RAE(mcg)	RETOL(mcg)	CARTBEQ(mcg)	CARTA(mcg)	CARTB(mcg)	CRYPXB(mcg)	TOCPHA(mg)	ALA(mg)	ARG(mg)	ASP(mg)	CYS(mg)	GLU(mg)	GLY(mg)	HIS(mg)	ILE(mg)	LEU(mg)	LYS(mg)	MET(mg)	PHE(mg)	PRO(mg)	SER(mg)	THR(mg)	TRP(mg)	TYR(mg)	VAL(mg)	IP3(mg)	IP4(mg)	IP5(mg)	IP6(mg)
LUS009_DM		Lupin, whole, water-soaked, boiled in different water, without salt, drained	p	Lupinus angustifolius		LUS009: calculated from LUS003	1400	336	0	100	5.28	33.0	17.8	39.0	6.1	0	4.75	1.17	1.99	1.59	4.0	335	0.34	4.8	835	192	4.18	9	463	3.63	0.29	0.3	1.8	6.6	0.30	0	2.3	200	16	8	0	94	0	94	0	0.38	1120	3680	3270	502	7530	1390	896	1340	2290	1580	213	1320	1350	1590	1150	289	1140	1320				[346]
LUS004_DM		Lupin, yellow, whole, dried, raw (Lupinus luteus)	d/r	Lupinus luteus		LUS004: pu161, pu180, pu183, pu185, pu190, pu194, pu195	1380	330	0	100	7.26	45.4	5.2	39.0	6	0	4.3	0.69	1.16	2.45	4.8	328	1.0	9.5	1260	309	6.47	10	800	8	0.4	0.26	2.8	9	0.43	0	3.8	400	14	7	0	85	0	85	0	0.38	1410	4890	4390	968	10100	1710	1210	1710	3370	2240	309	1680	1700	2120	1440	360	1230	1610			[60]	[717]
LUS010_DM		Lupin, yellow, whole, water-soaked, boiled in different water, without salt, drained	p	Lupinus luteus		LUS010: calculated from LUS004	1380	330	0	100	7.26	45.4	5	39.0	5.5	0	4.30	0.69	1.16	2.45	4.8	279	0.69	8.1	948	262	6.47	7	720	6.95	0.29	0.20	1.8	8	0.30	0	2.3	200	14	7	0	85	0	85	0	0.35	1410	4890	4390	968	10100	1710	1210	1710	3370	2240	309	1680	1700	2120	1440	360	1230	1610				[480]
LUS005_DM	Australia	Lupin, whole, dried, raw (Lupinus spp., Australia)	d/r	Lupinus spp.		LUS005: pu057	1380	332	0	100	5.44	34	9.5	46.6	7.2	0	5.61	1.17	1.93	2.51	2.6	253	0.74	4	1140	181	18.8	11	273	3.1	0.7	0.27	1.8	6.4	0.8	0	3.8	400	19	9	0	111	0	111	0	0.50	1120	3600	3380	608	7910	1360	882	1350	2460	1650	215	1330	1350	1640	1160	280	1130	1300			[60]	[515]
LUS011_DM	Australia	Lupin, whole, water-soaked, boiled in different water, without salt, drained (Lupinus spp., Australia)	p	Lupinus spp.		LUS011: calculated from LUS005	1380	332	0	100	5.44	34.0	9.5	46.6	7.2	0	5.6	1.17	1.93	2.51	3	215	0.5	3.7	856	154	18.75	8	246	2.76	0.43	0.20	1.1	5.8	0.54	0	2.3	200	19	9	0	111	0	111	0	0.45	1120	3600	3380	608	7910	1360	882	1350	2460	1650	215	1330	1350	1640	1160	280	1130	1300				[345]
LUS006_DM	Poland	Lupin, whole, dried, raw (Lupinus spp., Poland)	d/r	Lupinus spp.		LUS006: pu180, pu183, pu185, pu190	1410	338	0	100	6.20	38.8	11.2	39.0	6.7	0	5.2	0.91	2.5	1.74	4.3	342	0.74	8	1200	256	20	10	635	5.90	0.4	0.27	2.8	8.1	0.43	0	3.8	400	17	9	0	103	0	103	0	0.46	1280	4080	3977	743	9170	1550	1020	1570	2880	1920	280	1510	1540	1870	1330	319	1290	1511			[60]	[515]
LUS012_DM	Poland	Lupin, whole, water-soaked, boiled in different water, without salt, drained	p	Lupinus spp.		LUS012: calculated from LUS006	1410	338	0	100	6.20	38.8	11.2	39.0	6.7	0	5.20	0.91	2.55	1.74	4.3	291	0.5	6.5	903	218	19.90	8	572	5.31	0.29	0.21	1.8	7.1	0.30	0	2.3	200	17	9	0	103	0	103	0	0.42	1280	4080	3877	743	9170	1550	1020	1570	2880	1920	280	1510	1540	1870	1330	319	1290	1511				[345]
VAC001_DM		Moth bean, mature, whole, dried, raw	d/r	Vigna aconitifolia (Jacq) Marechal		VAC001: pu035, pu066, pu093, pu201, pu231, pu278, USDA/SR28 (16078)	1520	361	0	100	4.24	26.5	50.8	16.5	2.1	0	1.61	0.45	0.35	0.80	4.2	245	0.94	8.0	1890	210	1.73	31	225	4.39	0.56	0.10	2.6	6.8	0.18	0	4	720	1	0	0	4	0	4	0	0.34	1330	1450	2760	115	3950	1070	773	1180	1940	1630	359	1230	1150	1190	1020	255	720	1290				445
VAC003_DM		Moth bean, mature, whole, water-soaked, boiled in different water, without salt, drained	p	Vigna aconitifolia (Jacq) Marechal		VAC003: calculated from VAC001	1520	361	0	100	4.24	26.5	50.8	16.5	2.1	0	1.61	0.45	0.35	0.80	4.2	208	0.66	6.8	1420	179	1.73	23	203	3.95	0.36	0.08	1.7	5.9	0.12	0	2.7	360	1	0	0	4	0	4	0	0.31	1330	1450	2760	115	3950	1070	773	1180	1940	1630	359	1230	1150	1190	1020	255	720	1290				298
VAC004_DM		Moth bean, mature, whole, water-soaked, boiled in different water, without salt (water not discarded)	p	Vigna aconitifolia (Jacq) Marechal		VAC004: calculated from VAC001	1520	361	0	100	4.24	26.5	50.8	16.5	2.1	0	1.61	0.45	0.35	0.80	4.2	245	0.94	8.0	1705	210	1.73	28	225	4.39	0.42	0.10	1.9	6.2	0.12	0	2.7	360	1	0	0	4	0	4	0	0.34	1330	1450	2760	115	3950	1070	773	1180	1940	1630	359	1230	1150	1190	1020	255	720	1290				329
VAC002_DM	India	Moth bean, mature, whole, dried, raw (India)	d/r	Vigna aconitifolia (Jacq) Marechal		VAC002: pu035, pu066, pu093, pu201, pu231, pu278, USDA/SR28 (16078)	1530	362	0	100	4.22	26.4	50.4	16.5	2.4	0	1.86	0.52	0.40	0.92	4	244	0.94	7.9	1890	210	1.73	31	225	4.37	0.50	0.10	2.1	6.3	0.18	0	4	720	1	0	0	5	0	5	0	0.39	1320	1450	2750	114	3930	1060	769	1180	1930	1620	357	1220	1150	1190	1020	254	716	1290				445
VAC005_DM	India	Moth bean, mature, whole, water-soaked, boiled in different water, without salt, drained (India)	p	Vigna aconitifolia (Jacq) Marechal		VAC005: calculated from VAC002	1530	362	0	100	4.22	26.4	50.4	16.5	2.4	0	1.86	0.52	0.40	0.92	4.4	207	0.66	6.7	1420	179	1.73	23	203	3.93	0.32	0.07	1.3	5.6	0.12	0	2.7	360	1	0	0	5	0	5	0	0.36	1320	1450	2750	114	3930	1060	769	1180	1930	1620	357	1220	1150	1190	1020	254	716	1290				298
VAC006_DM	India	Moth bean, mature, whole, water-soaked, boiled in different water, without salt (water not discarded) (India)	p	Vigna aconitifolia (Jacq) Marechal		VAC006: calculated from VAC002	1530	362	0	100	4.22	26.4	50.4	16.5	2.4	0	1.86	0.52	0.4	0.92	4.4	244	0.94	7.9	1705	210	1.73	28	225	4.37	0.37	0.10	1.5	5.8	0.12	0	2.7	400	1	0	0	5	0	5	0	0.39	1320	1450	2750	114	3930	1060	769	1180	1930	1620	357	1220	1150	1190	1020	254	716	1290				329
VIR001_DM		Mung bean, mature, whole, dried, raw	d/r	Vigna radiata (L) R Wilczek		VIR001: phy2, phy5, phy7, pu005, pu006, pu057, pu062, pu063, pu073, pu074, pu075, pu076, pu093, pu102, pu126, pu144, pu155, pu178, pu227, pu228, pu237, pu253, pu257, THAI/2016 (0300507), USDA/SR28 (16080)	1520	360	0	100	3.71	23.2	54.9	17.0	1.5	0	1.16	0.49	0.07	0.60	3.4	99	1.29	4.9	1300	154	1.58	10	388	1.80	0.41	0.29	2.4	6.3	0.36	0	3	690	16	8	0	94	0	94	0	0.35	1130	1540	2760	178	4150	1590	619	670	1640	1290	248	1120	1080	1540	855	231	620	1040			[144]	[334]
VIR004_DM		 Mung bean, mature, whole, water-soaked, boiled in different water, without salt, drained	p	Vigna radiata (L) R Wilczek		VIR004: calculated from VIR001	1520	360	0	100	3.71	23.2	54.9	17.0	1.5	0	1.16	0.49	0.07	0.6	3.4	84	0.9	4.2	977	131	1.58	8	349	1.62	0.27	0.22	1.6	5.4	0.25	0	2.0	340	16	8	0	94	0	94	0	0.31	1130	1540	2760	178	4150	1590	619	670	1640	1290	248	1120	1080	1540	855	231	620	1040				[223]
VIR005_DM		Mung bean, mature, whole, water-soaked, boiled in different water, without salt (water not discarded)	p	Vigna radiata (L) R Wilczek		VIR005: calculated from VIR001	1520	360	0	100	3.71	23.2	54.9	17.0	1.5	0	1.16	0.5	0.07	0.60	3.4	99	1.29	5	1170	154	1.58	9	388	1.80	0.31	0.29	1.8	5.7	0.25	0	2.0	380	16	8	0	94	0	94	0	0.35	1130	1540	2760	178	4150	1590	619	670	1640	1290	248	1120	1080	1540	855	231	620	1040				[249]
VIR002_DM	Australia	Mung bean, mature, whole, dried, raw (Australia)	d/r	Vigna radiata (L) R Wilczek		VIR002: pu057	1540	365	0	100	4.37	27.3	51	15.3	2.2	0	1.73	0.69	0.09	0.95	3.9	99	1.24	4	1300	205	1.58	1	556	3.1	0.3	0.30	2.1	7	0.3	0	3	690	16	8	0	94	0	94	0	0.52	1330	1810	3250	210	4880	1880	729	789	1930	1520	292	1320	1280	1810	1010	272	731	1220			[144]	[334]
VIR006_DM	Australia	Mung bean, mature, whole, water-soaked, boiled in different water, without salt, drained (Australia) 	p	Vigna radiata (L) R Wilczek		VIR006: calculated from VIR002	1540	365	0	100	4.37	27.3	51.3	15.3	2.2	0	1.73	0.69	0.09	0.95	3.9	84	0.87	3.8	977	174	1.58	1	501	2.81	0.22	0.22	1.4	6	0.23	0	2.0	340	16	8	0	94	0	94	0	0.47	1330	1810	3250	210	4880	1880	729	789	1930	1520	292	1320	1280	1810	1010	272	731	1220				[225]
VIR007_DM	Australia	Mung bean, mature, whole, water-soaked, boiled in different water, without salt (water not discarded) (Australia) 	p	Vigna radiata (L) R Wilczek		VIR007: calculated from VIR002	1540	365	0	100	4.37	27.3	51.3	15.3	2.2	0	1.73	0.69	0.09	1.0	3.9	99	1.24	4.5	1170	205	1.58	1	556	3.12	0.25	0.30	1.6	6.1	0.23	0	2.0	380	16	8	0	94	0	94	0	0.52	1330	1810	3250	210	4880	1880	729	789	1930	1520	292	1320	1280	1810	1010	272	731	1220				[246]
VIR003_DM	India	Mung bean, mature, whole, dried, raw (India)	d/r	Vigna radiata (L) R Wilczek		VIR003: pu006, pu062, pu063, pu074, pu093, pu102, pu126, pu155, pu227, pu237, pu257	1500	356	0	100	3.58	22.4	53.9	18.9	1.4	0	1.12	0.48	0.07	0.57	3.4	102	1.24	4.5	1310	159	1.52	11	343	1.80	0.42	0.3	2.4	6.2	0.39	0	2.4	690	17	8	0	100	0	100	0	0.12	1130	1510	2540	173	3710	1730	637	508	1490	1340	176	1010	1080	1610	864	228	554	947			[144]	[334]
VIR008_DM	India	Mung bean, mature, whole, water-soaked, boiled in different water, without salt, drained (India)	p	Vigna radiata (L) R Wilczek		VIR008: calculated from VIR003	1500	356	0	100	3.6	22.4	53.9	18.9	1.4	0	1.12	0.48	0.07	0.57	3.4	87	0.87	3.8	980	135	1.52	8	309	1.62	0.27	0.25	1.6	5.4	0.27	0	1.4	340	17	8	0	100	0	100	0	0.11	1130	1510	2540	173	3710	1730	637	508	1490	1340	176	1010	1080	1610	864	228	554	947				[223]
VIR009_DM	India	Mung bean, mature, whole, water-soaked, boiled in different water, without salt, drained (India)	p	Vigna radiata (L) R Wilczek		VIR009: calculated from VIR003	1500	356	0	100	3.58	22.4	53.9	19	1.4	0	1.12	0.5	0.07	0.57	3.4	102	1.24	5	1180	159	1.52	10	343	1.80	0.31	0.33	1.8	5.6	0.27	0	1.4	380	17	8	0	100	0	100	0	0.12	1130	1510	2540	173	3710	1730	637	508	1490	1340	176	1010	1080	1610	864	228	554	947				[249]
VIM001_DM		Mungo bean, mature, whole, dried, raw	d/r	Vigna mungo (L) Hepper		VIM001: McW/2015 (13-096), pu060, pu061, pu062, pu063, pu093, pu102, pu237, pu253, pu257, THAI/2016 (0300502), USDA/SR28 (16083)	1470	350	0	100	4.23	26.4	46.7	21.6	1.5	0	1.19	0.42	0.2	0.54	3.7	120	1.01	8.2	1280	224	1.79	23	389	3.37	0.57	0.26	2.1	7	0.58	0	0.9	[200]	6	3	0	36	53	10	0	0.07	1180	1660	3280	199	4680	1050	747	1130	2100	1720	347	1550	1140	1400	838	267	815	1290				744
VIM003_DM		Mungo bean, mature, whole, water-soaked, boiled in different water, without salt, drained	p	Vigna mungo (L) Hepper		VIM003: calculated from VIM001	1470	350	0	100	4.23	26.4	46.7	21.6	1.5	0	1.19	0.42	0.22	0.54	3.7	102	0.71	7	962	191	1.79	17	350	3.03	0.37	0.19	1.4	5.8	0.41	0	0.6	[99]	2	1	0	10	0	10	0	0.06	1180	1660	3280	199	4680	1050	747	1130	2100	1720	347	1550	1140	1400	838	267	815	1290				498
VIM004_DM		Mungo bean, mature, whole, water-soaked, boiled in different water, without salt (water not discarded)	p	Vigna mungo (L) Hepper		VIM004: calculated from VIM001	1470	350	0	100	4.23	26.4	46.7	21.6	1.5	0	1.19	0.42	0.22	0.54	3.7	120	1.0	8.2	1150	224	1.79	21	389	3.37	0.42	0.26	1.6	6.1	0.41	0	0.6	[110]	2	1	0	10	53	10	0	0.07	1180	1660	3280	199	4680	1050	747	1130	2100	1720	347	1550	1140	1400	838	267	815	1290				550
VIM002_DM	India	Mungo bean, mature, whole, dried, raw (India)	d/r	Vigna mungo (L) Hepper		VIM002: pu062, pu063, pu093, pu102, pu237, pu257	1470	348	0	100	4.20	26.2	46.2	22.4	1.5	0	1.16	0.41	0.21	0.52	3.7	130	1.01	7.9	1210	211	2.30	30	337	3.52	0.35	0.2	2.0	6.3	0.58	0	0.9	[200]	6	3	0	36	53	10	0	0.07	1220	1590	3440	152	4980	997	747	897	1990	1670	307	1550	1060	1390	753	257	803	1080				744
VIM005_DM	India	Mungo bean, mature, whole, water-soaked, boiled in different water, without salt, drained (India)	p	Vigna mungo (L) Hepper		VIM005: calculated from VIM002	1470	348	0	100	4.20	26.2	46.2	22.4	1.5	0	1.16	0.41	0.21	0.52	3.7	111	0.71	7	910	179	2.30	22	303	3.17	0.23	0.16	1.3	5.6	0.41	0	0.6	[99]	2	1	0	10	0	10	0	0.06	1220	1590	3440	152	4980	997	747	897	1990	1670	307	1550	1060	1390	753	257	803	1080				498
VIM006_DM	India	Mungo bean, mature, whole, water-soaked, boiled in different water, without salt (water not discarded) (India)	p	Vigna mungo (L) Hepper		VIM006: calculated from VIM002	1470	348	0	100	4.20	26.2	46.2	22.4	1.5	0	1.16	0.41	0.21	0.5	3.7	130	1.0	7.9	1090	211	2.30	27	337	3.52	0.26	0.22	1.5	5.8	0.41	0	0.6	[110]	2	1	0	10	53	10	0	0.07	1220	1590	3440	152	4980	997	747	897	1990	1670	307	1550	1060	1390	753	257	803	1080				550
PHV005_DM		Navy bean, mature, whole, dried, raw	d/r	Phaseolus vulgaris L	Navy	PHV005: phy54, phy83, pu008, pu163, pu225, pu255, pu261, pu263, pu271, USDA/SR28 (16024/16037/16045/16049)	1480	351	0	100	3.94	24.6	48.1	21.0	2.0	0	1.55	0.38	0.19	0.98	4.2	160	1.16	9	1520	187	1.31	19	456	3.29	0.74	0.21	1.7	6.3	0.46	0	2.0	460	0	0	0	0	0	0	0	0.17	1140	1500	2970	123	3990	1060	695	895	1740	1530	218	1180	1080	1440	1040	276	752	1130	9.6	29.5	169	847
PHV019_DM		Navy bean, mature, whole, water-soaked, boiled in different water, without salt, drained	p	Phaseolus vulgaris L	Navy	PHV019: calculated from PHV005	1480	351	0	100	3.94	24.6	48.1	21.0	2.0	0	1.55	0.38	0.19	0.98	4.2	136	0.81	7.7	1140	159	1.31	15	410	2.96	0.48	0.16	1.1	5.7	0.32	0	1.2	230	0	0	0	0	0	0	0	0.15	1140	1500	2970	123	3990	1060	695	895	1740	1530	218	1180	1080	1440	1040	276	752	1130				567
PHV020_DM		Navy bean, mature, whole, water-soaked, boiled in different water, without salt (cooking water not discarded)	p	Phaseolus vulgaris L	Navy	PHV020: calculated from PHV005	1480	351	0	100	3.94	25	48.1	21.0	2.0	0	1.55	0.38	0.19	1.0	4.2	160	1.16	9.0	1360	187	1.31	18	456	3.29	0.55	0.21	1.3	5.9	0.32	0	1.2	250	0	0	0	0	0	0	0	0.17	1140	1500	2970	123	3990	1060	695	895	1740	1530	218	1180	1080	1440	1040	276	752	1130				627
PIS008_DM		Pea, mature, split, dried, raw	d/r	Pisum sativum		PIS008: McW/2015, pu059, pu163, pu275, pu276, USDA/SR28	1570	372	0	100	3.8	23.9	58.4	13.0	1.9	0	1.47	0.31	0.3	0.82	2.8	39	0.61	4.4	1100	103	1.29	18	355	3.51	0.80	0.23	3	8.0	0.19	0	4.4	[230]	22	11	0	131	5	129	0	0.15	1090	2200	2910	375	4220	1100	600	1020	1770	1780	252	1140	1020	1090	877	276	715	1170	nd	7.3	82.7	505
PIS025_DM		Pea, mature, split, boiled without salt, drained	p	Pisum sativum L		PIS025: calculated from PIS008	1570	372	0	100	3.83	23.9	58.4	13	1.9	0	1.47	0.31	0.33	0.82	2.8	33	0.42	3.8	822	87	1.29	13	320	3.16	0.5	0.18	2.2	6.8	0.13	0	3	[110]	21	11	0	129	5	129	0	0.13	1090	2200	2910	375	4220	1100	600	1020	1770	1780	252	1140	1020	1090	877	276	715	1170				338
PIS026_DM		Pea, mature, split, boiled, without salt, (water not discarded)	p	Pisum sativum L		PIS026: calculated from PIS008	1570	372	0	100	3.83	23.9	58.4	13.0	1.9	0	1.47	0.31	0.33	0.8	2.8	39	0.61	4.4	1100	103	1.29	18	355	3.51	0.64	0.23	2.7	7.3	0.15	0	2.6	[130]	21	11	0	129	5	129	0	0.15	1090	2200	2910	375	4220	1100	600	1020	1770	1780	252	1140	1020	1090	877	276	715	1170				374
PIS001_DM		Pea, mature, whole, dried, raw	d/r	Pisum sativum L		PIS001: McW/2015 (13-130), phy1, phy17, pu002, pu007, pu008, pu009, pu057, pu059, pu061, pu072, pu093, pu111, pu137, pu163, pu186, pu194, pu239, pu250, pu253, pu262, pu266, USDA/SR28	1470	350	0	100	4.23	26.4	43.3	25.0	2.3	0	1.79	0.33	0.48	0.96	3.0	47	0.27	5.1	1070	126	1.25	13	348	3.74	0.89	0.26	2.7	6.6	0.25	0	5.5	[200]	10	5	0	63	17	54	0	0.12	1170	2290	3040	296	4530	1170	641	1050	1890	1850	253	1260	1090	1280	997	233	860	1240	nd	7.3	82.7	505
PIS011_DM		Pea, mature, whole, boiled, without salt, drained 	p	Pisum sativum L		PIS011: calculated from PIS001	1470	350	0	100	4.23	26.4	43.3	25.0	2.3	0	1.79	0.33	0.48	0.96	3	40	0.19	4.3	798	107	1.25	10	313	3.37	0.58	0.19	1.8	5.7	0.17	0	3.3	[97]	9	5	0	54	17	54	0	0.11	1170	2290	3040	296	4530	1170	641	1050	1890	1850	253	1260	1090	1280	997	233	860	1240				338
PIS012_DM		Pea, mature, whole, boiled, without salt (water not discarded)	p	Pisum sativum L		PIS012: calculated from PIS001	1470	350	0	100	4.23	26.4	43	25.0	2.3	0	1.79	0.33	0.5	1.0	3.0	47	0.27	5.1	1070	126	1.25	13	348	3.74	0.71	0.26	2.2	6.1	0.20	0	3.3	[120]	9	5	0	54	17	54	0	0.12	1170	2290	3040	296	4530	1170	641	1050	1890	1850	253	1260	1090	1280	997	233	860	1240				374
PIS009_DM		Pea, green, mature, split, dried, raw	d/r	Pisum sativum	Green	PIS009: pu059, pu275/pu276, pu163, McW/2015 (13-141)	1550	368	0	100	3.87	24.2	57	14.2	1.4	0	1.08	0.22	0.28	0.58	2.8	41	0.81	3.9	1080	86	1.30	12	367	3.44	0.79	0.24	3.2	7.8	0.19	0	3.9	[230]	18	9	0	107	0	107	0	0.1	1100	2220	2940	379	4260	1110	606	1030	1790	1800	255	1150	1030	1100	886	279	722	1180	nd	8.5	79	428
PIS027_DM		Pea, green, mature, split, boiled, without salt, drained	p	Pisum sativum L	Green	PIS027: calculated from PIS009	1550	368	0	100	3.87	24.2	57.5	14.2	1.4	0	1.08	0.22	0.28	0.58	2.8	35	0.57	3.3	811	73	1.30	9	330	3.09	0.5	0.18	2.1	6.7	0.13	0	2.4	[110]	18	9	0	107	0	107	0	0.10	1100	2220	2940	379	4260	1110	606	1030	1790	1800	255	1150	1030	1100	886	279	722	1180				287
PIS028_DM		Pea, green, mature, split, boiled, without salt (water not discarded)	p	Pisum sativum L	Green	PIS028: calculated from PIS009	1550	368	0	100	3.87	24.2	57.5	14.2	1.4	0	1.08	0.22	0.28	0.58	2.8	41	0.81	3.9	1080	86	1.30	12	367	3.44	0.64	0.24	2.5	7.2	0.15	0	2.4	[130]	18	9	0	107	0	107	0	0.11	1100	2220	2940	379	4260	1110	606	1030	1790	1800	255	1150	1030	1100	886	279	722	1180				316
PIS002_DM		Pea, green, mature, whole, dried, raw	d/r	Pisum sativum L	Green	PIS002: pu057, pu059, pu072, pu008, pu009, pu239, pu255, pu186, pu163	1480	353	0	100	4.18	26.1	44.5	24.0	2.5	0	1.91	0.35	0.48	1.0	3.0	46	0.30	4.6	970	117	1.29	10	368	3.77	1.02	0.26	2.6	6.4	0.3	0	5.3	[230]	25	13	0	152	18	143	0	0.13	1160	2270	3000	293	4480	1150	633	1040	1870	1820	250	1240	1080	1260	985	230	849	1230	nd	8.5	78.9	428
PIS013_DM		Pea, green, mature, whole, boiled, without salt, drained 	p	Pisum sativum L	Green	PIS013: calculated from PIS002	1480	353	0	100	4.18	26.1	44.5	24.0	2.5	0	1.91	0.35	0.48	1.01	3	39	0.21	3.9	727	100	1.29	8	331	3.39	0.66	0.19	1.7	5.5	0.24	0	3.2	[110]	24	12	0	143	18	143	0	0.12	1160	2270	3000	293	4480	1150	633	1040	1870	1820	250	1240	1080	1260	985	230	849	1230				287
PIS014_DM		Pea, green, mature, whole, boiled, without salt (water not discarded)	p	Pisum sativum L	Green	PIS014: calculated from PIS002	1480	353	0	100	4.18	26.1	44.5	24	2.5	0	1.9	0.35	0.5	1.01	3.0	46	0.30	5	970	117	1.29	10	368	3.77	0.82	0.26	2.1	5.9	0.27	0	3.2	[140]	24	12	0	143	18	143	0	0.13	1160	2270	3000	293	4480	1150	633	1040	1870	1820	250	1240	1080	1260	985	230	849	1230				316
PIS004_DM	Australia	Pea, green, mature, whole, dried, raw (Australia)	d/r	Pisum sativum L	Green	PIS004: pu057	1520	361	0	100	4.37	27.3	48.1	19.0	2.4	0	1.84	0.26	0.44	1.14	3.2	63	0.30	6.7	970	137	1.29	6	464	4.1	1.0	0.26	2.6	6.6	0.3	0	5.3	[230]	24	12	0	146	17	138	0	0.13	1210	2370	3140	306	4690	1210	662	1090	1950	1910	261	1300	1130	1320	1030	240	889	1290	nd	8.5	78.9	428
PIS017_DM	Australia	 Pea, green, mature, whole, boiled, without salt, drained (Australia)	p	Pisum sativum L	Green	PIS017: calculated from PIS004	1520	361	0	100	4.37	27.3	48.1	19.0	2.4	0	1.8	0.26	0.44	1.14	3	54	0.21	5.7	727	116	1.29	4	418	3.7	0.66	0.19	1.7	5.7	0.24	0	3	[120]	23	11	0	138	17	138	0	0.11	1210	2370	3140	306	4690	1210	662	1090	1950	1910	261	1300	1130	1320	1030	240	889	1290				287
PIS018_DM	Australia	 Pea, green, mature, whole, boiled, without salt (water not discarded) (Australia)	p	Pisum sativum L	Green	PIS018: calculated from PIS004	1520	361	0	100	4.37	27.3	48	19	2.4	0	1.84	0.26	0.44	1.14	3.2	63	0.30	6.7	970	137	1.29	6	464	4.08	0.82	0.26	2.1	6.1	0.27	0	3.2	[140]	23	11	0	138	17	138	0	0.13	1210	2370	3140	306	4690	1210	662	1090	1950	1910	261	1300	1130	1320	1030	240	889	1290				316
PIS006_DM	Canada	Pea, green, mature, whole, dried, raw (Canada)	d/r	Pisum sativum L	Green	PIS006: pu008, pu059, pu239	1430	340	0	100	3.26	20.4	46.8	28.7	1.5	0	1.20	0.29	0.30	0.61	2.5	69	0.7	6	1180	132	1.41	10	326	3.4	1.02	0.25	2.6	5.6	0.34	0	5.3	[140]	25	12	0	148	0	148	0	0.08	902	1770	2340	229	3500	900	494	810	1460	1420	195	969	841	984	769	179	663	959	nd	8.5	78.9	428
PIS021_DM	Canada	Pea, green, mature, whole, boiled, without salt, drained (Canada)	p	Pisum sativum L	Green	PIS021: calculated from PIS006	1430	340	0	100	3.26	20.4	46.8	28.7	1.5	0	1.20	0.29	0.30	0.6	2.5	59	0.49	5.0	882	112	1.41	8	293	3.03	0.66	0.19	1.7	4.7	0.24	0	3	[69]	25	12	0	148	0	148	0	0.07	902	1770	2340	229	3500	900	494	810	1460	1420	195	969	841	984	769	179	663	959				287
PIS022_DM	Canada	Pea, green, mature, whole, boiled, without salt (water not discarded) (Canada)	p	Pisum sativum L	Green	PIS022: calculated from PIS006	1430	340	0	100	3.26	20.4	46.8	28.7	1.5	0	1.20	0.29	0.30	0.61	2.5	69	0.70	5.8	1180	132	1.41	10	326	3.37	0.82	0.25	2.1	5	0.27	0	3.2	[84]	25	12	0	148	0	148	0	0.08	902	1770	2340	229	3500	900	494	810	1460	1420	195	969	841	984	769	179	663	959				316
PIS010_DM		Pea, yellow, mature, split, dried, raw	d/r	Pisum sativum	Yellow	PIS010: pu059, pu163, McW/2015 (13-141)	1590	375	0	100	3.52	22.0	62.1	11.4	1.8	0	1.39	0.31	0.27	0.82	2.7	37	0.19	4	1200	109	1.59	8	366	2.86	0.80	0.2	3.6	7.9	0.19	0	5.1	[230]	21	10	0	125	5	122	0	0.14	997	2020	2670	344	3870	1010	551	936	1630	1640	232	1050	936	997	805	254	657	1070	nd	6.0	86.4	582
PIS029_DM		Pea, yellow, mature, split, boiled, without salt, drained	p	Pisum sativum L	Yellow	PIS029: calculated from PIS010	1590	375	0	100	3.52	22.0	62	11.4	1.8	0	1.39	0.31	0.3	0.82	3	32	0.14	3.8	899	93	1.59	6	330	3	0.5	0.17	2.4	6.6	0.13	0	3.1	[110]	21	10	0	125	5	122	0	0.13	997	2020	2670	344	3870	1010	551	936	1630	1640	232	1050	936	997	805	254	657	1070				390
PIS030_DM		Pea, yellow, mature, split, boiled, without salt (water not discarded)	p	Pisum sativum L	Yellow	PIS030: calculated from PIS010	1590	375	0	100	3.52	22.0	62	11.4	1.8	0	1.39	0.31	0.27	0.8	2.7	37	0.21	4.4	1200	108	1.57	8	364	2.86	0.62	0.21	2.9	7.1	0.17	0	3.1	[140]	21	10	0	125	5	122	0	0.14	997	2020	2670	344	3870	1010	551	936	1630	1640	232	1050	936	997	805	254	657	1070				431
PIS003_DM		Pea, yellow, mature, whole, dried, raw	d/r	Pisum sativum L	Yellow	PIS003: pu008, pu009, pu057, pu072, pu163, pu239	1520	362	0	100	4.38	27.4	47.4	19.7	2.6	0	1.98	0.33	0.50	1.16	3.0	47	0.21	5.6	982	116	1.20	13	325	3.70	1.00	0.26	2.6	6.6	0.1	0	5.5	[83]	2	1	0	10	0	10	0	0.13	1210	2380	3150	307	4700	1210	664	1090	1960	1910	262	1300	1130	1320	1030	241	891	1290	nd	6.0	86.4	582
